Mapping project name,ESCO - Lithuanian Classification of Occupations,,,,,
Mapping project author,Ministry of the Economy and Innovation of the Republic of Lithuania,,,,,
Mapping project version,V1.0,,,,,
Mapping project version date,2021-03-15,,,,,
Classification 1 Name,Profesijos ESCO,,,,,
Classification 1 Concept type,occupation,,,,,
Classification 1 Version,1.0.8,,,,,
Classification 1 Language,lt,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,
Classification 2 Name,Lietuvos profesijų klasifikatorius,,,,,
Classification 2 Concept type,occupation,,,,,
Classification 2 Version,ESCO LPK,,,,,
Classification 2 Language,lt,,,,,
Classification 2 Landing page,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=,,,,,
,,,,,,
,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,karinių oro pajėgų pilotas,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0310,"Ginkluotųjų pajėgų profesijos"","" kiti laipsniai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=0310,skos:narrowMatch
http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996,išminuotojas,http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996,0310,"Ginkluotųjų pajėgų profesijos"","" kiti laipsniai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=0310,skos:narrowMatch
http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,pėstininkas,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,0310,"Ginkluotųjų pajėgų profesijos"","" kiti laipsniai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=0310,skos:narrowMatch
http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,komunikacijos žvalgybininkas,http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,0310,"Ginkluotųjų pajėgų profesijos"","" kiti laipsniai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=0310,skos:narrowMatch
http://data.europa.eu/esco/occupation/555235ce-8c45-409b-a6c9-83e69c2d2bce,karo inžinierius,http://data.europa.eu/esco/occupation/555235ce-8c45-409b-a6c9-83e69c2d2bce,0310,"Ginkluotųjų pajėgų profesijos"","" kiti laipsniai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=0310,skos:narrowMatch
http://data.europa.eu/esco/isco/C1111,Teisės aktų leidėjai,http://data.europa.eu/esco/isco/C1111,111101,Respublikos Prezidentas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111101,skos:narrowMatch
http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,savivaldybės narys,http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,111106,Savivaldybės tarybos narys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111106,skos:exactMatch
http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,vyriausybės ministras,http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,111104,Ministras Pirmininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111104,skos:narrowMatch
http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,vyriausybės ministras,http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,111105,Ministras,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111105,skos:exactMatch
http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,meras,http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,111107,Meras,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111107,skos:exactMatch
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,parlamento narys,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,111103,Seimo narys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111103,skos:exactMatch
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,parlamento narys,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,111109,Seimo pareigūnas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111109,skos:broadMatch
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,parlamento narys,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,111102,Seimo Pirmininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111102,skos:broadMatch
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,parlamento narys,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,111108,Europos Parlamento narys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111108,skos:broadMatch
http://data.europa.eu/esco/occupation/d63789ac-74b5-40e3-b890-685513c38e12,provincijos gubernatorius,http://data.europa.eu/esco/occupation/d63789ac-74b5-40e3-b890-685513c38e12,1111,Teisės aktų leidėjai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=1111,skos:narrowMatch
http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,valstybės sekretorius,http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,1111,Teisės aktų leidėjai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=1111,skos:narrowMatch
http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717,senatorius,http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717,1111,Teisės aktų leidėjai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=1111,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111201,Seimo kancleris,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111201,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111202,Respublikos Prezidento kanceliarijos kancleris,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111202,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111203,Teismo (išskyrus apygardos teismą) kancleris ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111203,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111204,Generalinės prokuratūros kancleris,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111204,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111205,Seimo Pirmininko sekretoriato vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111205,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111206,Seimo Pirmininko patarėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111206,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111207,"Institucijos ar įstaigos padalinio vadovas (Seimui ir (ar) Respublikos Prezidentui atskaitingos institucijos"","" vyriausybei atskaitingos įstaigos"","" ministerijos struktūrinio padalinio vadovas)",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111207,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111208,Respublikos Prezidento patarėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111208,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111209,Respublikos Prezidento atstovas ypatingiems pavedimams,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111209,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111210,Gynybos patarėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111210,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111211,Ministro Pirmininko sekretoriato vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111211,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111212,Ministro Pirmininko patarėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111212,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111213,Viceministras,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111213,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111214,Ministro patarėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111214,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111215,Ministro Pirmininko kancleris,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111215,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111217,Vyriausiasis prokuroras (išskyrus apygardos ir apylinkės vyriausiąjį prokurorą),http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111217,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111218,Mero patarėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111218,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111223,Vyriausybės įgaliotinis,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111223,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111224,Administracijos direktorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111224,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111225,Ministerijos kancleris,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111225,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111226,Vyriausybės atstovas Europos žmogaus teisių teisme,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111226,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111229,Komisijos ar tarybos sekretoriato vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111229,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111230,Teismo  (išskyrus apygardos ir apylinkės teismą) pirmininko patarėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111230,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111231,Teismo (išskyrus apygardos ir apylinkės teismą) pirmininkas ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111231,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111232,Generalinis prokuroras ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111232,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111233,Generalinės prokuratūros padalinio vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111233,skos:narrowMatch
http://data.europa.eu/esco/isco/C1112,Vyresnieji valstybės pareigūnai,http://data.europa.eu/esco/isco/C1112,111234,Teismo  (išskyrus apygardos ir apylinkės teismą) padalinio vadovas ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111234,skos:narrowMatch
http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,centrinio banko valdytojas,http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,111216,"Institucijos ar įstaigos vadovas (ar vyriausiasis valstybės pareigūnas) (Seimui ar Respublikos Prezidentui atskaitingos institucijos"","" įstaigos prie vyriausybės ar pan. vadovas)",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111216,skos:narrowMatch
http://data.europa.eu/esco/occupation/a8d05b64-f60b-4dd9-91c2-e2e63d82f2f5,konsulas,http://data.europa.eu/esco/occupation/a8d05b64-f60b-4dd9-91c2-e2e63d82f2f5,261904,Konsulas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=261904,skos:exactMatch
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,diplomatas,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,111219,Įgaliotasis ministras,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111219,skos:broadMatch
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,diplomatas,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,111221,Laikinasis reikalų patikėtinis,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111221,skos:broadMatch
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,diplomatas,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,111222,Generalinis konsulas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111222,skos:broadMatch
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,diplomatas,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,111227,Ambasadorius ypatingiems pavedimams,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111227,skos:broadMatch
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,diplomatas,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,111228,Ministras patarėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111228,skos:broadMatch
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,diplomatas,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,261902,"Pirmasis [antrasis"","" trečiasis] sekretorius",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=261902,skos:broadMatch
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,diplomatas,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,261903,Atašė,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=261903,skos:broadMatch
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,diplomatas,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,261905,Vicekonsulas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=261905,skos:broadMatch
http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,ambasadorius,http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,111220,Ambasadorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111220,skos:exactMatch
http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1,ambasados patarėjas,http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1,261901,Patarėjas (dirbantis diplomatinėje tarnyboje),http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=261901,skos:narrowMatch
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,ugniagesių vadovas,http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,111216,"Institucijos ar įstaigos vadovas (ar vyriausiasis valstybės pareigūnas) (Seimui ar Respublikos Prezidentui atskaitingos institucijos"","" įstaigos prie vyriausybės ar pan. vadovas)",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111216,skos:narrowMatch
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,policijos komisaras,http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,111216,"Institucijos ar įstaigos vadovas (ar vyriausiasis valstybės pareigūnas) (Seimui ar Respublikos Prezidentui atskaitingos institucijos"","" įstaigos prie vyriausybės ar pan. vadovas)",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111216,skos:narrowMatch
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,viešojo administravimo vadovas,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,111216,"Institucijos ar įstaigos vadovas (ar vyriausiasis valstybės pareigūnas) (Seimui ar Respublikos Prezidentui atskaitingos institucijos"","" įstaigos prie vyriausybės ar pan. vadovas)",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111216,skos:narrowMatch
http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,generalinis sekretorius,http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,111216,"Institucijos ar įstaigos vadovas (ar vyriausiasis valstybės pareigūnas) (Seimui ar Respublikos Prezidentui atskaitingos institucijos"","" įstaigos prie vyriausybės ar pan. vadovas)",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111216,skos:narrowMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111401,Politinės partijos pirmininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111401,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111402,Politinės partijos skyriaus pirmininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111402,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111403,Darbdavių organizacijos vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111403,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111404,Profesinės sąjungos pirmininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111404,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111405,Fondo vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111405,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111406,"Asociacijos [konfederacijos"","" draugijos"","" rūmų"","" sąjungos] vadovas",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111406,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111407,Valdybos pirmininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111407,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111408,Visuomeninės organizacijos vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111408,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111409,Raudonojo Kryžiaus organizacijos generalinis sekretorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111409,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111410,Mokslų akademijos prezidentas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111410,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111411,Mokslo tarybos pirmininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111411,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111412,Mokslų akademijos mokslinis sekretorius ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111412,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111413,Federacijos vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111413,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111414,Prezidiumo narys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111414,skos:broadMatch
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,interesų grupės pareigūnas,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,111415,"Federacijos [organizacijos"","" valdybos"","" prezidiumo"","" komiteto"","" komisijos] sekretorius",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=111415,skos:broadMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112001,Viešojo administravimo įstaigos vadovas (įstaigos prie ministerijos ar pan. vadovas),http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112001,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112002,Įstaigos vadovas {neišvardytų sričių įstaigos},http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112002,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112003,Žemės ūkio bendrovės vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112003,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112004,Miškų urėdas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112004,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112005,Žuvininkystės įmonės vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112005,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112006,Miškų ūkio įmonės vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112006,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112007,Medžioklės ūkio [įmonės] vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112007,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112008,Gamybos įmonės vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112008,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112009,Elektrinės vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112009,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112010,Energetikos įmonės vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112010,skos:narrowMatch
http://data.europa.eu/esco/isco/C1120,Generaliniai ir vykdomieji direktoriai,http://data.europa.eu/esco/isco/C1120,112011,Dujų tiekimo įmonės vadovas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=112011,skos:narrowMatch
