Mapping project name,ESCO - SE NOC v.2
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-30
Classification 1 Name,Esco - yrken
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,sv
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Swedish Standard Classification of Occupations
Classification 2 Concept type,unknown
Classification 2 Version,05.21
Classification 2 Language,sv
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3,"arbetsledare, tillverkning",http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3,58Yy_5oU_WAE,Arbetsledare inom tillverkning,,skos:broadMatch
http://data.europa.eu/esco/isco/C2132,"Rådgivare inom jordbruk, skogsbruk och fiske",http://data.europa.eu/esco/isco/C2132,dn3p_YMa_E8p,Växtskyddsspecialist,,skos:narrowMatch
http://data.europa.eu/esco/isco/C3113,Elingenjörer och eltekniker,http://data.europa.eu/esco/isco/C3113,BR8G_N2i_Rkn,"Serviceingenjör, elkraft",,skos:narrowMatch
http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,lingvist,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,4bqt_oWT_Jo8,Lingvist,,skos:exactMatch
http://data.europa.eu/esco/isco/C2635,Socialsekreterare och kuratorer,http://data.europa.eu/esco/isco/C2635,mSN2_QK3_zMD,"Socialkonsulent, Arbetsförmedlingen",,skos:narrowMatch
http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,hydrolog,http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,3bJd_7LS_t8i,Limnolog,,skos:narrowMatch
http://data.europa.eu/esco/isco/C2621,Arkivarier och museitjänstemän,http://data.europa.eu/esco/isco/C2621,rrW1_Wgg_YAV,Arkivföreståndare,,skos:narrowMatch
http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3,artilleriofficer,http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3,fsDP_fPf_xfC,Officer,,skos:broadMatch
http://data.europa.eu/esco/isco/C2652,"Musiker, sångare och kompositörer",http://data.europa.eu/esco/isco/C2652,scLn_msY_o7P,Kapellmästare,,skos:narrowMatch
http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,"specialist, geografiska informationssystem",http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,uXRf_emU_Fou,GIS-ingenjör,,skos:exactMatch
